address,price,beds,baths,sqft
"1206-509 Beecroft Road, Toronto, ON",510000,1 bed,1 bath,600-699 sqft
"24 Model Avenue, Toronto, ON",2149995,4+1 bed,4 bath,2500-3000 sqft
"510-33 Sheppard Avenue E, Toronto, ON",748000,2 bed,2 bath,1000-1199 sqft
"1404-18 Yorkville Avenue, Toronto, ON",649800,1 bed,1 bath,0-499 sqft
"25B Lascelles Boulevard, Toronto, ON",3595000,4 bed,5 bath,2750-2999 sqft
"3005-195 Redpath Avenue, Toronto, ON",569000,1+1 bed,2 bath,600-699 sqft
"2915-955 Bay Street, Toronto, ON",548888,– bed,1 bath,0-499 sqft
"41 Cliffside Drive, Toronto, ON",1399900,3 bed,3 bath,1500-2000 sqft
"40 Fletcher Place, Toronto, ON",888888,3+1 bed,2 bath,1100-1500 sqft
"22 Birchcroft Road, Toronto, ON",4398000,4+1 bed,6 bath,3500-5000 sqft
"1601-3559 Eglinton Avenue W, Toronto, ON",429900,2 bed,1 bath,700-799 sqft
"1207-1403 Royal York Road, Toronto, ON",659999,2 bed,2 bath,800-899 sqft
"2106-1 Palace Pier Court, Toronto, ON",1599000,2 bed,3 bath,1800-1999 sqft
"2402-60 Town Centre Court, Toronto, ON",589900,2 bed,1 bath,600-699 sqft
"3211-36 Zorra Street, Toronto, ON",499000,1 bed,1 bath,0-499 sqft
"106-8825 Sheppard Avenue E, Toronto, ON",629800,2+1 bed,2 bath,900-999 sqft
"2503-255 Village Green Square, Toronto, ON",638000,2 bed,2 bath,700-799 sqft
"903-90 Glen Everest Road S, Toronto, ON",549999,2 bed,2 bath,700-799 sqft
"6509-100 Harbour Street S, Toronto, ON",748000,2 bed,1 bath,600-699 sqft
"134 Helendale Avenue, Toronto, ON",1499888,3+1 bed,3 bath,1100-1500 sqft
"2934 Weston Road, Toronto, ON",1550000,4+2 bed,2 bath,1100-1500 sqft
"1002-25 Broadway Avenue, Toronto, ON",1299000,2+1 bed,2 bath,1000-1199 sqft
"620 O'connor Drive, Toronto, ON",899000,3+1 bed,2 bath,1500-2000 sqft
"2383 Weston Road, Toronto, ON",999999,3+2 bed,3 bath,1100-1500 sqft
"21 Lorindale Avenue, Toronto, ON",1798000,3 bed,2 bath,1100-1500 sqft
"21 Rossander Court, Toronto, ON",998900,3+3 bed,2 bath,1100-1500 sqft
"578 Durie Street, Toronto, ON",1789000,5 bed,3 bath,1500-2000 sqft
"302-45 Dovercourt Road, Toronto, ON",1175000,1+1 bed,2 bath,1000-1199 sqft
"1902-30 Canterbury Place, Toronto, ON",625000,2 bed,1 bath,700-799 sqft
"484 Drewry Avenue, Toronto, ON",1329000,3+4 bed,3 bath,700-1100 sqft
"14 Brynhurst Court, Toronto, ON",2349000,3 bed,4 bath,1500-2000 sqft
"385 Kipling Avenue, Toronto, ON",919900,3+1 bed,2 bath,1100-1500 sqft
"5507-181 Dundas Street E, Toronto, ON",515000,1 bed,1 bath,0-499 sqft
"1004-95 La Rose Avenue, Toronto, ON",610000,2 bed,2 bath,1000-1199 sqft
"608-68 Merton Street W, Toronto, ON",510000,1 bed,1 bath,500-599 sqft
"1307-51 Trolley Crescent, Toronto, ON",399000,1 bed,1 bath,0-499 sqft
"2904-5 St Joseph Street, Toronto, ON",619000,1+1 bed,1 bath,600-699 sqft
"303-90 Trinity Street, Toronto, ON",499000,1 bed,1 bath,500-599 sqft
"105-10 Meadowglen Place, Toronto, ON",695900,3 bed,2 bath,1000-1199 sqft
"PH 806-301 Markham Street, Toronto, ON",839900,1 bed,2 bath,800-899 sqft
"809-550 Queens Quay W, Toronto, ON",744999,2 bed,2 bath,700-799 sqft
"626-20 O'neill Road, Toronto, ON",829000,2+1 bed,2 bath,800-899 sqft
"1512-1100 Sheppard Avenue W, Toronto, ON",685000,3 bed,2 bath,800-899 sqft
"58 Flintridge Road, Toronto, ON",1050000,3+2 bed,2 bath,700-1100 sqft
"1101-1100 Sheppard Avenue W, Toronto, ON",590000,2 bed,2 bath,700-799 sqft
"907-10 Meadowglen Place, Toronto, ON",687000,3 bed,2 bath,900-999 sqft
"M1-539 Jarvis Street, Toronto, ON",599000,1 bed,1 bath,700-799 sqft
"718-425 Front Street E, Toronto, ON",749000,2+1 bed,2 bath,700-799 sqft
"225-1173 Dundas Street E, Toronto, ON",1595000,2+1 bed,2 bath,2000-2249 sqft
"119 Sherwood Avenue, Toronto, ON",2249000,3+1 bed,3 bath,2000-2500 sqft
"32 Marsh Road, Toronto, ON",769000,2+1 bed,1 bath,700-1100 sqft
"1804-15 Legion Road, Toronto, ON",754000,2 bed,2 bath,900-999 sqft
"2302-825 Church Street, Toronto, ON",890000,2+1 bed,2 bath,800-899 sqft
"138-21 Dale Avenue, Toronto, ON",1295000,2+1 bed,2 bath,1200-1399 sqft
"88 Yonge Boulevard, Toronto, ON",3848000,4+1 bed,5 bath,3000-3500 sqft
"24 Brookfield Street, Toronto, ON",1250000,3 bed,2 bath,1100-1500 sqft
"82 Sexton Crescent, Toronto, ON",1235000,3+2 bed,2 bath,1500-2000 sqft
"143 Norton Avenue, Toronto, ON",2999000,4+1 bed,5 bath,2500-3000 sqft
"4022 Bloor Street W, Toronto, ON",1649000,3+1 bed,3 bath,1500-2000 sqft
"20A Woodlawn Avenue, Toronto, ON",7349000,2+1 bed,4 bath,3000-3500 sqft
"219-1 Leaside Park Drive, Toronto, ON",449000,1 bed,1 bath,700-799 sqft
"1616-195 Redpath Avenue, Toronto, ON",494999,1+1 bed,1 bath,500-599 sqft
"802-155 St Clair Avenue, Toronto, ON",2895000,2 bed,2 bath,1800-1999 sqft
"215 Milan Street, Toronto, ON",999000,3 bed,2 bath,1100-1500 sqft
"1116-525 Adelaide Street W, Toronto, ON",949000,3 bed,2 bath,1000-1199 sqft
"512-2720 Dundas Street W, Toronto, ON",595000,1 bed,1 bath,500-599 sqft
"199-10 Lloyd Janes Lane, Toronto, ON",888888,3 bed,3 bath,1200-1399 sqft
"882 Coxwell Avenue, Toronto, ON",1099900,3 bed,2 bath,1100-1500 sqft
"2007-88 Grangeway Avenue, Toronto, ON",585000,2 bed,2 bath,800-899 sqft
"78 Lawrence Avenue W, Toronto, ON",1249000,2 bed,1 bath,700-1100 sqft
"1680 St Clair Avenue W, Toronto, ON",999000,– bed,4 bath,
"3701-1928 Lake Shore Boulevard W, Toronto, ON",619900,1+1 bed,2 bath,600-699 sqft
"2208-501 Yonge Street, Toronto, ON",598000,1+1 bed,1 bath,0-499 sqft
"TH107-6 Parkwood Avenue, Toronto, ON",1558000,2+1 bed,3 bath,1200-1399 sqft
"76 Laburnham Avenue, Toronto, ON",899900,2+2 bed,2 bath,700-1100 sqft
"52 Frankdale Avenue, Toronto, ON",1398000,3 bed,2 bath,1100-1500 sqft
"1401-65 St Mary Street, Toronto, ON",725000,1 bed,1 bath,500-599 sqft
"242 Braymore Boulevard, Toronto, ON",899950,3+1 bed,3 bath,1100-1500 sqft
"88 Wickson Trail, Toronto, ON",899999,3+1 bed,2 bath,1100-1500 sqft
"514-3391 Bloor Street W, Toronto, ON",519900,1+1 bed,1 bath,600-699 sqft
"104 Farm Greenway N/a, Toronto, ON",775000,3 bed,2 bath,1200-1399 sqft
"3808-403 Church Street, Toronto, ON",799900,2 bed,1 bath,600-699 sqft
"851 Huntingwood Drive, Toronto, ON",1388000,3 bed,4 bath,1500-2000 sqft
"3707-4968 Yonge Street, Toronto, ON",599000,1+1 bed,1 bath,600-699 sqft
"2209-125 Peter Street, Toronto, ON",780000,2 bed,1 bath,600-699 sqft
"315-18 Holmes Avenue, Toronto, ON",525000,1+1 bed,1 bath,600-699 sqft
"1904-225 Village Green Square, Toronto, ON",495000,1+1 bed,1 bath,500-599 sqft
"622-98 Lillian Street, Toronto, ON",688000,1+1 bed,2 bath,600-699 sqft
"4708-65 Bremner Boulevard, Toronto, ON",1100000,2 bed,2 bath,1000-1199 sqft
"2801-21 Balmuto Street, Toronto, ON",849000,2 bed,2 bath,700-799 sqft
"905-955 Bay Street, Toronto, ON",838800,2 bed,2 bath,700-799 sqft
"178 Northwood Drive, Toronto, ON",2098000,3+1 bed,2 bath,700-1100 sqft
"295 Adelaide St Street W, Toronto, ON",699999,1+1 bed,1 bath,0-499 sqft
"PH507-38 Lee Centre Drive, Toronto, ON",,— bed,— bath,— sqft
"2577 Kennedy Road, Toronto, ON",1299000,3 bed,2 bath,2500-3000 sqft
"731-26 Gibbs Road, Toronto, ON",489000,1 bed,1 bath,0-499 sqft
"101A,102A,17-4438 Sheppard Avenue E, Toronto, ON",1988000,– bed,– bath,16-30 Years Old
"16 Pat Brooks Terrace, Toronto, ON",799000,3+1 bed,4 bath,1800-1999 sqft
"35 Hartland Road, Toronto, ON",1098000,3 bed,2 bath,1100-1500 sqft
"251 Kennedy Road, Toronto, ON",2499999,4+2 bed,6 bath,3000-3500 sqft
"72 Fusilier Drive, Toronto, ON",950000,3+1 bed,3 bath,1500-2000 sqft
"95-10 Livonia Place, Toronto, ON",500000,3 bed,3 bath,1200-1399 sqft
"804-1201 Steeles Avenue W, Toronto, ON",559000,2 bed,2 bath,1200-1399 sqft
"10 Inn On The Park Drive, Toronto, ON",960000,2 bed,2 bath,
"10-22 Pauline Avenue, Toronto, ON",12950000,– bed,– bath,
"1107-75 Canterbury Place, Toronto, ON",649000,2 bed,2 bath,700-799 sqft
"3123-28 Widmer Street, Toronto, ON",693000,2 bed,2 bath,700-799 sqft
"502-77 Harbour Square, Toronto, ON",999900,2 bed,2 bath,1000-1199 sqft
"2727-28 Widmer Street, Toronto, ON",642000,2 bed,2 bath,600-699 sqft
"311-205 Sherway Gardens Road E, Toronto, ON",499999,1 bed,1 bath,600-699 sqft
"2721-28 Widmer Street, Toronto, ON",485000,1 bed,1 bath,500-599 sqft
"210-55 Rameau Drive, Toronto, ON",799000,3+1 bed,2 bath,1200-1399 sqft
"904-78 Tecumseth Street, Toronto, ON",699900,1+1 bed,1 bath,600-699 sqft
"805-2 Forest Hill Road, Toronto, ON",2199000,1+1 bed,2 bath,1000-1199 sqft
"1402-3091 Dufferin Street, Toronto, ON",499999,1 bed,1 bath,500-599 sqft
"515-60 Byng Avenue, Toronto, ON",537999,1+1 bed,1 bath,600-699 sqft
"203-28 Avondale Avenue, Toronto, ON",529000,1+1 bed,1 bath,500-599 sqft
"124-75 Turntable Crescent, Toronto, ON",729000,3 bed,2 bath,1000-1199 sqft
"318-478 King Street W, Toronto, ON",389900,– bed,1 bath,0-499 sqft
"338B Horsham Avenue, Toronto, ON",2788000,4+1 bed,5 bath,2000-2500 sqft
"42 Fordwich Crescent, Toronto, ON",999999,3+1 bed,2 bath,1500-2000 sqft
"87 Lavington Drive, Toronto, ON",1549000,4 bed,4 bath,2500-3000 sqft
"3010-25 Capreol Court, Toronto, ON",899900,2+1 bed,2 bath,900-999 sqft
"97 Chelliah Court, Toronto, ON",1499900,4+2 bed,4 bath,2000-2500 sqft
"905-138 Downes Street, Toronto, ON",679900,1+1 bed,1 bath,600-699 sqft
"10 Pastrano Court, Toronto, ON",1049999,3+5 bed,2 bath,700-1100 sqft
"54 Hartley Avenue, Toronto, ON",1099000,4+1 bed,3 bath,1500-2000 sqft
"476 King Street E, Toronto, ON",1629900,3+1 bed,4 bath,1500-2000 sqft
"101-530 Indian Grove, Toronto, ON",1138000,2 bed,3 bath,1000-1199 sqft
"1315-158 Front Street E, Toronto, ON",589000,1 bed,1 bath,500-599 sqft
"5308-70 Annie Craig Drive, Toronto, ON",549990,1 bed,1 bath,500-599 sqft
"4511-295 Adelaide Street W, Toronto, ON",549000,1 bed,1 bath,500-599 sqft
"2004-10 Inn On The Park Drive, Toronto, ON",960000,2 bed,2 bath,900-999 sqft
"311-10 Mendelssohn Street, Toronto, ON",499900,2 bed,2 bath,700-799 sqft
"3500 Brimley Road Th 7 N/a, Toronto, ON",880000,3+1 bed,2 bath,1200-1399 sqft
"LPH14-2083 Lake Shore Boulevard W, Toronto, ON",658000,1+1 bed,1 bath,700-799 sqft
"209-8 Dovercourt Road, Toronto, ON",,— bed,— bath,— sqft
"73 Dunelm Street, Toronto, ON",899900,3+1 bed,2 bath,700-1100 sqft
"102-16 Mcadam Avenue, Toronto, ON",776000,– bed,– bath,0-5 Years Old
"814-15 Vicora Linkway N/a, Toronto, ON",529000,3 bed,2 bath,1200-1399 sqft
"3601-12 York Street, Toronto, ON",539900,1 bed,1 bath,500-599 sqft
"64 Alexmuir Boulevard, Toronto, ON",1160000,4+2 bed,3 bath,2000-2500 sqft
"23 Rothmere Drive, Toronto, ON",2799000,3+2 bed,3 bath,1500-2000 sqft
"1214 & 1216 Avenue Road, Toronto, ON",2495000,8+2 bed,4 bath,3500-5000 sqft
"29 Gustav Crescent, Toronto, ON",1850000,3+2 bed,4 bath,1500-2000 sqft
"1319-2885 Bayview Avenue, Toronto, ON",450000,– bed,1 bath,500-599 sqft
"102 Elnathan Crescent, Toronto, ON",960000,4 bed,3 bath,1100-1500 sqft
"818-1029 King Street W, Toronto, ON",748888,1+1 bed,2 bath,800-899 sqft
"903-2015 Sheppard Avenue, Toronto, ON",519000,1+1 bed,1 bath,600-699 sqft
"1232-125 Omni Drive, Toronto, ON",475000,1+1 bed,1 bath,600-699 sqft
"PH3-1730 Eglinton Avenue E, Toronto, ON",,— bed,— bath,— sqft
"704-284 Bloor Street W, Toronto, ON",728000,2 bed,1 bath,600-699 sqft
"24 Marion Street, Toronto, ON",1345000,2+1 bed,2 bath,1100-1500 sqft
"109-145 Canon Jackson Drive, Toronto, ON",513900,1 bed,1 bath,500-599 sqft
"405-8 Tippett Road, Toronto, ON",409000,1 bed,1 bath,0-499 sqft
"PH7-8 Wellesley Street E, Toronto, ON",1399000,2+1 bed,2 bath,1400-1599 sqft
"C-276 Lanor Avenue, Toronto, ON",1225000,3+1 bed,3 bath,1600-1799 sqft
"B-276 Lanor Avenue, Toronto, ON",1191000,3 bed,3 bath,1400-1599 sqft
"276 Lanor Avenue, Toronto, ON",4832000,12+2 bed,12 bath,4500-4749 sqft
"D-276 Lanor Avenue, Toronto, ON",1225000,3+1 bed,3 bath,1600-1799 sqft
"66 Charles Street E, Toronto, ON",4000000,Office,,
"89 Bernard Avenue, Toronto, ON",,— bed,— bath,— sqft
"207-485 Logan Avenue S, Toronto, ON",899000,2 bed,2 bath,1000-1199 sqft
"A-276 Lanor Avenue, Toronto, ON",1191000,3 bed,3 bath,1400-1599 sqft
"2205-1 Massey Square, Toronto, ON",590000,3 bed,2 bath,1200-1399 sqft
"1108-3845 Lake Shore Boulevard W, Toronto, ON",699000,2 bed,1 bath,900-999 sqft
"1609-55 Cooper Street, Toronto, ON",669000,1+1 bed,1 bath,600-699 sqft
"7 Greening Crescent, Toronto, ON",1750000,3 bed,2 bath,700-1100 sqft
"42 Nugent Road, Toronto, ON",949900,3 bed,2 bath,1100-1500 sqft
"42 Fintona Avenue, Toronto, ON",995000,3+1 bed,2 bath,1100-1500 sqft
"1106-1700 Eglinton Avenue E, Toronto, ON",625000,2 bed,2 bath,900-999 sqft
"402-50 Ordnance Street, Toronto, ON",799000,2+1 bed,2 bath,900-999 sqft
"312-77 Maitland Place, Toronto, ON",599900,1 bed,1 bath,700-799 sqft
"607-25 Baseball Place, Toronto, ON",729999,2+1 bed,2 bath,700-799 sqft
"501-468 Wellington Street, Toronto, ON",6950000,3 bed,4 bath,5000 + sqft
"TH #114-262 St. Helens Avenue, Toronto, ON",849900,3 bed,2 bath,1000-1199 sqft
"1207-125 Blue Jays Way, Toronto, ON",469000,1 bed,1 bath,500-599 sqft
"606-319 Jarvis Street, Toronto, ON",489000,1+1 bed,1 bath,500-599 sqft
"42A Elmer Avenue, Toronto, ON",3179000,4+1 bed,5 bath,2500-3000 sqft
"217 Hillcrest Avenue, Toronto, ON",3188000,4+2 bed,7 bath,3500-5000 sqft
"1078-100 Mornelle Court, Toronto, ON",499900,2+1 bed,2 bath,1200-1399 sqft
"2103-1166 Bay Street, Toronto, ON",2795000,2 bed,2 bath,2000-2249 sqft
"344-36 Via Bagnato N/a, Toronto, ON",739900,2+1 bed,2 bath,900-999 sqft
"1808-131 Torresdale Avenue, Toronto, ON",679900,2+1 bed,2 bath,1400-1599 sqft
"7-2179C Weston Road, Toronto, ON",910000,3 bed,4 bath,2173 sqft
"7-2179 Weston Road, Toronto, ON",910000,3 bed,4 bath,
"22-44 Chester Le Boulevard, Toronto, ON",750000,4+1 bed,3 bath,1200-1399 sqft
"2010-8 Park Road, Toronto, ON",849900,2 bed,2 bath,900-999 sqft
"235 Bain Avenue, Toronto, ON",1499000,3+1 bed,3 bath,1500-2000 sqft
"740-38 Iannuzzi Street, Toronto, ON",,— bed,— bath,— sqft
"306-1387 Bayview Avenue E, Toronto, ON",469000,1+1 bed,1 bath,700-799 sqft
"3631 Dundas Street W, Toronto, ON",2690000,6 bed,10 bath,3500-5000 sqft
"519 Glencairn Avenue, Toronto, ON",1299000,– bed,– bath,< 700 sqft
"21 Snowshoe Mill Way, Toronto, ON",999000,4+1 bed,3 bath,1600-1799 sqft
"2031 Davenport Road, Toronto, ON",969900,3+2 bed,4 bath,1500-2000 sqft
"3306-87 Peter Street, Toronto, ON",549000,1 bed,1 bath,500-599 sqft
"104-140 Ling Road, Toronto, ON",519000,2+1 bed,1 bath,900-999 sqft
"1101-238 Doris Avenue, Toronto, ON",549800,1 bed,1 bath,600-699 sqft
"132 Harbord Street, Toronto, ON",5199000,– bed,– bath,
"3810- 3812 Bloor Street W, Toronto, ON",4895000,– bed,– bath,
"3810- 3812 Bloor Street W, Toronto, ON",4895000,– bed,– bath,
"70 Oriole Road, Toronto, ON",4988000,4+1 bed,5 bath,3500-5000 sqft
"418-35 Brian Peck Crescent, Toronto, ON",819000,2+1 bed,2 bath,900-999 sqft
"207-75 Canterbury Place, Toronto, ON",938000,2+1 bed,2 bath,900-999 sqft
"A504-1555 Avenue Road, Toronto, ON",1099000,3+1 bed,3 bath,1200-1399 sqft
"7-2179C Weston Road E, Toronto, ON",910000,3+1 bed,4 bath,2000-2500 sqft
"1111-301 Prudential Drive, Toronto, ON",497000,3 bed,2 bath,1000-1199 sqft
"304-161 Roehampton Avenue, Toronto, ON",639900,1+1 bed,1 bath,500-599 sqft
"903-1105 Leslie Street, Toronto, ON",989000,2 bed,2 bath,1200-1399 sqft
"3411-20 Lombard Street, Toronto, ON",,— bed,— bath,— sqft
"3631 Dundas Street W, Toronto, ON",2690000,6 bed,10 bath,3500-5000 sqft
"804-10 Bellair Street, Toronto, ON",1649000,2 bed,2 bath,1200-1399 sqft
"1104-112 George Street, Toronto, ON",1249000,2+1 bed,2 bath,1200-1399 sqft
"3212-99 Harbour Square, Toronto, ON",1679000,2+1 bed,2 bath,1200-1399 sqft
"1A Roblin Avenue, Toronto, ON",2488000,4+1 bed,5 bath,2500-3000 sqft
"1256 Avenue Road, Toronto, ON",2350000,4+1 bed,5 bath,2000-2500 sqft
"247 Concord Avenue, Toronto, ON",2298000,3+1 bed,4 bath,1500-2000 sqft
"303-1001 Bay Street, Toronto, ON",999000,2+1 bed,2 bath,1000-1199 sqft
"6-4 Bradbrook Road, Toronto, ON",928000,3 bed,2 bath,1600-1799 sqft
"1407-55 Bremner Boulevard, Toronto, ON",799888,2 bed,2 bath,800-899 sqft
"10-210 Manitoba Street, Toronto, ON",965000,3+1 bed,3 bath,1400-1599 sqft
"304-1 Cardiff Road, Toronto, ON",479000,1+1 bed,1 bath,500-599 sqft
"1020-20 O'neill Road, Toronto, ON",539900,1 bed,1 bath,500-599 sqft
"10 Bathford Crescent, Toronto, ON",1780000,3+2 bed,3 bath,1500-2000 sqft
"42 Scarboro Avenue, Toronto, ON",1124900,3+1 bed,2 bath,700-1100 sqft
"3142 Bayview Avenue, Toronto, ON",1488000,4 bed,3 bath,1500-2000 sqft
"1250 Davenport Road, Toronto, ON",2299888,4+3 bed,4 bath,1500-2000 sqft
"114-256 Royal York Road, Toronto, ON",830000,2 bed,2 bath,1000-1199 sqft
"515-153 Beecroft Road, Toronto, ON",579800,1+1 bed,1 bath,600-699 sqft
"408-6 Jackes Avenue, Toronto, ON",899000,1 bed,1 bath,500-599 sqft
"2102-11 Bogert Avenue, Toronto, ON",840000,2+1 bed,2 bath,900-999 sqft
"803-160 Frederick Street, Toronto, ON",1125000,2+2 bed,2 bath,2000-2249 sqft
"88 Montana Avenue, Toronto, ON",1499000,4 bed,5 bath,2500-3000 sqft
"512-293 The Kingsway N/a, Toronto, ON",699000,2 bed,2 bath,700-799 sqft
"3094-3096 Lake Shore Boulevard W, Toronto, ON",999999,– bed,– bath,
"619-825 Church Street, Toronto, ON",744999,1+1 bed,1 bath,800-899 sqft
"8 Tilden Crescent, Toronto, ON",988000,2+1 bed,2 bath,700-1100 sqft
"2105-70 Distillery Lane, Toronto, ON",569000,1 bed,1 bath,500-599 sqft
"15 Macdonell Avenue E, Toronto, ON",2680000,5+1 bed,5 bath,2500-3000 sqft
"1506-281 Mutual Street, Toronto, ON",459000,1 bed,1 bath,500-599 sqft
"221-30 Inn On The Park Drive, Toronto, ON",1679000,3+1 bed,3 bath,1400-1599 sqft
"1916-70 Roehampton Avenue W, Toronto, ON",969900,2 bed,2 bath,900-999 sqft
"174 Aylesworth Avenue, Toronto, ON",1299000,4+3 bed,4 bath,1100-1500 sqft
"5-103B Walmer Road, Toronto, ON",1329000,2+1 bed,3 bath,1600-1799 sqft
"69 Anndale Drive, Toronto, ON",1349000,3 bed,2 bath,1100-1500 sqft
"1106-18 Merton Street, Toronto, ON",1198000,2+1 bed,3 bath,1000-1199 sqft
"6-44 Chester Le Boulevard, Toronto, ON",749000,3 bed,2 bath,1000-1199 sqft
"47-30 Dundalk Drive, Toronto, ON",599900,3 bed,1 bath,1000-1199 sqft
"302-7 Broadway Avenue, Toronto, ON",799900,2 bed,2 bath,1400-1599 sqft
"43 Edenbridge Drive, Toronto, ON",,— bed,— bath,— sqft
"40 Dukinfield Crescent, Toronto, ON",1119900,3+1 bed,2 bath,1100-1500 sqft
"29 Elm Grove Avenue, Toronto, ON",1579000,3+1 bed,3 bath,2000-2500 sqft
"751-121 Lower Sherbourne Street, Toronto, ON",910000,2+1 bed,2 bath,700-799 sqft
"317-10 Deerlick Court, Toronto, ON",650000,2 bed,2 bath,800-899 sqft
"6-5180 Yonge Street, Toronto, ON",699900,1 bed,1 bath,600-699 sqft
"217-783 Bathurst Street, Toronto, ON",685000,1+1 bed,1 bath,700-799 sqft
"503-2603 Bathurst Street, Toronto, ON",619000,2 bed,2 bath,1000-1199 sqft
"1407-175 Cumberland Street, Toronto, ON",1595000,2 bed,2 bath,1600-1799 sqft
"207-825 Kennedy Road, Toronto, ON",389900,2 bed,1 bath,900-999 sqft
"21 Courcelette Road, Toronto, ON",2199900,3+1 bed,4 bath,1500-2000 sqft
"187 Clendenan Avenue, Toronto, ON",2199999,4 bed,3 bath,2000-2500 sqft
"334 O'connor Drive, Toronto, ON",1049000,2+1 bed,2 bath,700-1100 sqft
"10-115 Long Branch Avenue, Toronto, ON",849000,2 bed,3 bath,1200-1399 sqft
"1109-2 Clairtrell Road, Toronto, ON",799000,2+1 bed,2 bath,900-999 sqft
"118 Strathallan Boulevard, Toronto, ON",,— bed,— bath,— sqft
"1901-9 Valhalla Inn Road, Toronto, ON",599999,1+1 bed,1 bath,700-799 sqft
"92 Twenty Sixth Street, Toronto, ON",849000,2+1 bed,1 bath,< 700 sqft
"3421 Yonge Street, Toronto, ON",349000,Restaurant,,
"111 Roxborough Drive, Toronto, ON",4699000,4+1 bed,4 bath,2500-3000 sqft
"1009-375 King Street W, Toronto, ON",698900,1+1 bed,2 bath,600-699 sqft
"1501-59 Annie Craig Drive, Toronto, ON",579000,1+1 bed,1 bath,600-699 sqft
"504-781 King Street W, Toronto, ON",719000,1 bed,1 bath,600-699 sqft
"412-25 Maitland Street, Toronto, ON",647800,2 bed,1 bath,800-899 sqft
"4408-180 University Avenue, Toronto, ON",1679900,2 bed,3 bath,1400-1599 sqft
"PH202-1101 Steeles Avenue W, Toronto, ON",589900,2 bed,2 bath,1200-1399 sqft
"961 Victoria Park Avenue, Toronto, ON",1129900,3+1 bed,2 bath,1100-1500 sqft
"24 Anvil Millway N/a, Toronto, ON",749000,2 bed,2 bath,900-999 sqft
"2013-17 Zorra Street, Toronto, ON",449900,1 bed,1 bath,500-599 sqft
"S1607-112 George Street, Toronto, ON",698000,1 bed,1 bath,700-799 sqft
"228-51 Halton Street, Toronto, ON",1069000,2 bed,2 bath,1000-1199 sqft
"84 Brookview Drive, Toronto, ON",2998000,4+2 bed,4 bath,2500-3000 sqft
"40 Craigmore Crescent, Toronto, ON",1800000,3+2 bed,3 bath,1100-1500 sqft
"517-816 Lansdowne Avenue, Toronto, ON",588000,2+1 bed,1 bath,700-799 sqft
"805-75 The Don Way W, Toronto, ON",499000,– bed,1 bath,0-499 sqft
"1183 Bloor Street W, Toronto, ON",2499999,– bed,– bath,
"471 Shaw Street, Toronto, ON",1550000,5 bed,4 bath,2000-2500 sqft
"10 Overbrook Place, Toronto, ON",1449900,3 bed,3 bath,1100-1500 sqft
"820-170 Bayview Avenue, Toronto, ON",874900,2 bed,2 bath,800-899 sqft
"24 English Ivyway N/a, Toronto, ON",959000,3 bed,3 bath,1400-1599 sqft
"3312-3 Gloucester Street, Toronto, ON",699000,1+1 bed,1 bath,500-599 sqft
"PH2106-25 Mcmahon Drive, Toronto, ON",899900,2+1 bed,2 bath,800-899 sqft
"108 Rowntree Mill Road, Toronto, ON",1379000,3+1 bed,3 bath,1100-1500 sqft
"607-10 Northtown Way, Toronto, ON",599999,1 bed,1 bath,600-699 sqft
"380 Horsham Avenue, Toronto, ON",2988000,4+1 bed,5 bath,3000-3500 sqft
"11 Hawthorn Avenue, Toronto, ON",4698000,4 bed,5 bath,2500-3000 sqft
"44 Sullivan Street, Toronto, ON",1560000,6+1 bed,4 bath,1100-1500 sqft
"340 Mortimer Avenue, Toronto, ON",1049000,3+1 bed,2 bath,700-1100 sqft
"1023-55 Merchants' Wharf N/a, Toronto, ON",2739000,2+1 bed,3 bath,1400-1599 sqft
"2509-33 Lombard Street, Toronto, ON",749900,2 bed,1 bath,700-799 sqft
"305-2150 Lawrence Avenue E, Toronto, ON",609999,2 bed,2 bath,700-799 sqft
