address,price,beds,baths,sqft,TotalBeds,TotalBaths,CleanedSqft,full_bed,half_bed
"2305-60 Byng Avenue, Toronto, ON",728000.0,2,2,800-899,2.0,2.0,850.0,2,0
"2305-1470 Midland Ave Avenue, Toronto, ON",449900.0,1,1,600-699,1.0,1.0,650.0,1,0
"911-320 Richmond Street E, Toronto, ON",499999.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"611-25 Mcmahon Drive, Toronto, ON",599000.0,1,1,500-599,1.0,1.0,550.0,1,0
"99 Carisbrooke Square, Toronto, ON",1014900.0,4,3,1500-2000,4.0,3.0,1750.0,4,0
"28 Cornelius Parkway, Toronto, ON",1749000.0,3+1,3,1500-2000,4.0,3.0,1750.0,3,1
"9 Tilley Drive, Toronto, ON",899999.0,4,3,2000-2500,4.0,3.0,2250.0,4,0
"501-1808 St. Clair Avenue W, Toronto, ON",500000.0,2,2,700-799,2.0,2.0,750.0,2,0
"201-28 Linden Street, Toronto, ON",535000.0,1,1,500-599,1.0,1.0,550.0,1,0
"2233-165 Legion Road, Toronto, ON",488800.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"206-580 Christie Street, Toronto, ON",395000.0,1,1,600-699,1.0,1.0,650.0,1,0
"3601-85 Queens Wharf Road, Toronto, ON",1029000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"609-7 Lorraine Drive, Toronto, ON",525000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1601-75 Queens Wharf Road, Toronto, ON",1020000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"201-1430 Yonge Street, Toronto, ON",850000.0,2,2,800-899,2.0,2.0,850.0,2,0
"410-115 Bonis Avenue, Toronto, ON",310000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"36 Lauralynn Crescent, Toronto, ON",1388888.0,3+2,3,1500-2000,5.0,3.0,1750.0,3,2
"10 Woodbury Place, Toronto, ON",999000.0,2,2,700-1100,2.0,2.0,900.0,2,0
"29 Whittaker Crescent, Toronto, ON",1600000.0,3,3,2000-2500,3.0,3.0,2250.0,3,0
"2309-125 Redpath Avenue, Toronto, ON",644900.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"804-10 Tobermory Drive, Toronto, ON",468888.0,2,1,800-899,2.0,1.0,850.0,2,0
"6 Burnelm Drive, Toronto, ON",3250000.0,5+3,7,3500-5000,8.0,7.0,4250.0,5,3
"201-495 Logan Avenue, Toronto, ON",899990.0,2,2,800-899,2.0,2.0,850.0,2,0
"706-2245 Eglinton Avenue E, Toronto, ON",550000.0,3,1,1000-1199,3.0,1.0,1100.0,3,0
"40 Ivy Avenue, Toronto, ON",999000.0,2+1,2,700-1100,3.0,2.0,900.0,2,1
"306-812 Burnhamthorpe Road, Toronto, ON",617000.0,2+1,2,1200-1399,3.0,2.0,1300.0,2,1
"2402-65 Spring Garden Avenue, Toronto, ON",1545000.0,2+1,2,1800-1999,3.0,2.0,1900.0,2,1
"1011-28 Empress Avenue, Toronto, ON",808000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"608-201 Carlaw Avenue, Toronto, ON",1033000.0,2,2,900-999,2.0,2.0,950.0,2,0
"46 Harriet Street, Toronto, ON",1850000.0,3+1,5,1500-2000,4.0,5.0,1750.0,3,1
"386 Palmerston Boulevard, Toronto, ON",6250000.0,4+2,7,3500-5000,6.0,7.0,4250.0,4,2
"22 Ravine Park Crescent, Toronto, ON",1139000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"2310-19 Bathurst Street, Toronto, ON",499900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"GPH17-100 Harrison Garden Boulevard, Toronto, ON",849900.0,2,2,800-899,2.0,2.0,850.0,2,0
"1406-333 Adelaide Street E, Toronto, ON",799999.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"11-45 Cedarcroft Boulevard, Toronto, ON",689000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"701-460 Adelaide Street E, Toronto, ON",479000.0,1,1,600-699,1.0,1.0,650.0,1,0
"217-1200 Don Mills Road, Toronto, ON",1349000.0,2,2,2000-2249,2.0,2.0,2124.0,2,0
"311-3237 Bayview Avenue N, Toronto, ON",619000.0,2,2,700-799,2.0,2.0,750.0,2,0
"82-200 Mclevin Avenue, Toronto, ON",489500.0,2,1,700-799,2.0,1.0,750.0,2,0
"70 Baylawn Drive, Toronto, ON",899000.0,4+2,5,1500-2000,6.0,5.0,1750.0,4,2
"30 Lilac Avenue, Toronto, ON",1150000.0,3,3,2000-2500,3.0,3.0,2250.0,3,0
"811-138 Downes Street, Toronto, ON",629900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"2001-10 Navy Wharf Court, Toronto, ON",669900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"705-23 Rean Drive, Toronto, ON",999900.0,2+1,3,1400-1599,3.0,3.0,1500.0,2,1
"2101-30 Roehampton Avenue, Toronto, ON",719800.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"621-120 Dallimore Circle, Toronto, ON",499000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"713-399 Adelaide Street, Toronto, ON",769000.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"308-1048 Broadview Avenue, Toronto, ON",795000.0,2,2,900-999,2.0,2.0,950.0,2,0
"1009-135 East Liberty Street, Toronto, ON",449000.0,1+1,1,0-499,2.0,1.0,250.0,1,1
"60 Highcastle Road, Toronto, ON",985000.0,4+1,3,1100-1500,5.0,3.0,1300.0,4,1
"6 Sultan Pool Drive, Toronto, ON",1039900.0,3+3,3,700-1100,6.0,3.0,900.0,3,3
"704-150 East Liberty Street, Toronto, ON",499000.0,1,1,500-599,1.0,1.0,550.0,1,0
"8-7 Brimley Road S, Toronto, ON",759000.0,2,2,700-1100,2.0,2.0,900.0,2,0
"322-20 Joe Shuster Way, Toronto, ON",479000.0,2,2,700-799,2.0,2.0,750.0,2,0
"146 Manitoba Street, Toronto, ON",1199999.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"912-1 Shaw Street, Toronto, ON",1989900.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"1312-1346 Danforth Road, Toronto, ON",520000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"78 Dale Avenue, Toronto, ON",3499000.0,4+1,5,2500-3000,5.0,5.0,2750.0,4,1
"1018-98 Lillian Street, Toronto, ON",499000.0,1,1,500-599,1.0,1.0,550.0,1,0
"309-1070 Sheppard Avenue W, Toronto, ON",569000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"TOWN HOUSE 8-18 Grand Magazine Street, Toronto, ON",1349000.0,3,3,1600-1799,3.0,3.0,1700.0,3,0
"68 Astley Avenue, Toronto, ON",2795000.0,5+1,5,2000-2500,6.0,5.0,2250.0,5,1
"34 Old Mill Drive, Toronto, ON",1675000.0,3,2,1500-2000,3.0,2.0,1750.0,3,0
"88 Glentworth Road, Toronto, ON",1888888.0,5+2,6,2000-2500,7.0,6.0,2250.0,5,2
"4208-2220 Lake Shore Boulevard W, Toronto, ON",539000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"55 Canlish Road, Toronto, ON",999000.0,3+2,3,700-1100,5.0,3.0,900.0,3,2
"401-159 Wellesley Street E, Toronto, ON",599000.0,3,2,800-899,3.0,2.0,850.0,3,0
"102 Greybeaver Trail, Toronto, ON",1384900.0,4+2,4,2000-2500,6.0,4.0,2250.0,4,2
"1905-365 Church Street, Toronto, ON",529900.0,1,1,500-599,1.0,1.0,550.0,1,0
"502-8 Telegram Mews, Toronto, ON",589000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"951-460 Adelaide Street E, Toronto, ON",499900.0,1,1,500-599,1.0,1.0,550.0,1,0
"311-83 Borough Drive, Toronto, ON",585000.0,2,2,900-999,2.0,2.0,950.0,2,0
"662-38 Stadium Road, Toronto, ON",725000.0,2,1,600-699,2.0,1.0,650.0,2,0
"18 Arran Crescent, Toronto, ON",1388000.0,4+2,4,2000-2500,6.0,4.0,2250.0,4,2
"34 Marianfeld Avenue, Toronto, ON",1100000.0,3,2,1500-2000,3.0,2.0,1750.0,3,0
"101 Colonel Danforth Trail, Toronto, ON",1448800.0,3,2,2000-2500,3.0,2.0,2250.0,3,0
"TH22-6 Pirandello Street, Toronto, ON",1100000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"216-20 Burkebrook Place, Toronto, ON",788999.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"63 Fishleigh Drive, Toronto, ON",3690000.0,4+1,6,3500-5000,5.0,6.0,4250.0,4,1
"906-23 Glebe Road W, Toronto, ON",850000.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"1221-800 Lawrence Avenue W, Toronto, ON",469900.0,1,1,0-499,1.0,1.0,250.0,1,0
"2610-70 Temperance Street, Toronto, ON",489000.0,1,1,0-499,1.0,1.0,250.0,1,0
"2311-488 University Avenue, Toronto, ON",695000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"2003-101 Peter Street W, Toronto, ON",599000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"108-195 Merton Street, Toronto, ON",630500.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1706-135 Antibes Drive, Toronto, ON",638000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"3301-21 Balmuto Street, Toronto, ON",968000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1603-830 Lawrence Avenue W, Toronto, ON",479000.0,1,1,0-499,1.0,1.0,250.0,1,0
"501-7 Concorde Place, Toronto, ON",685000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"352 Byng Avenue, Toronto, ON",3650000.0,4+1,6,3500-5000,5.0,6.0,4250.0,4,1
"101 Hillingdon Avenue, Toronto, ON",749900.0,3,1,700-1100,3.0,1.0,900.0,3,0
"1012-600 Fleet Street, Toronto, ON",539900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"11-125 Long Branch Avenue, Toronto, ON",789000.0,2,3,1200-1399,2.0,3.0,1300.0,2,0
"38-1 Mendota Road, Toronto, ON",1115000.0,2+1,3,1500-2000,3.0,3.0,1750.0,2,1
"606-330 Richmond Street W, Toronto, ON",725000.0,1+1,1,800-899,2.0,1.0,850.0,1,1
"7 Chapais Crescent, Toronto, ON",1399988.0,4,4,2000-2500,4.0,4.0,2250.0,4,0
"2404-10 Inn On The Park Drive, Toronto, ON",899000.0,2,2,900-999,2.0,2.0,950.0,2,0
"820-100 Harrison Garden Boulevard, Toronto, ON",739000.0,2,2,800-899,2.0,2.0,850.0,2,0
"202-214 Main Street, Toronto, ON",889000.0,2+1,2,1200-1399,3.0,2.0,1300.0,2,1
"3 Valia Road, Toronto, ON",989000.0,3+2,2,700-1100,5.0,2.0,900.0,3,2
"196 Wintermute Boulevard, Toronto, ON",1050000.0,3+2,3,1500-2000,5.0,3.0,1750.0,3,2
"932-22 Southport Street, Toronto, ON",659000.0,1+1,1,900-999,2.0,1.0,950.0,1,1
"609-3077 Weston Road, Toronto, ON",499999.0,2,2,900-999,2.0,2.0,950.0,2,0
"515-195 Merton Street, Toronto, ON",744900.0,2,1,800-899,2.0,1.0,850.0,2,0
"2207-101 Erskine Avenue, Toronto, ON",799900.0,2,2,700-799,2.0,2.0,750.0,2,0
"1108-1555 Finch Avenue E, Toronto, ON",998000.0,2+1,3,1600-1799,3.0,3.0,1700.0,2,1
"87 Lake Crescent, Toronto, ON",2098000.0,3+1,4,2000-2500,4.0,4.0,2250.0,3,1
"27 Bowhill Crescent, Toronto, ON",1394888.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"207-117 Broadway Avenue, Toronto, ON",569900.0,1,1,500-599,1.0,1.0,550.0,1,0
"14 Shady Glen Road, Toronto, ON",899000.0,3+2,3,1100-1500,5.0,3.0,1300.0,3,2
"41 Patterson Avenue, Toronto, ON",879000.0,4+2,3,700-1100,6.0,3.0,900.0,4,2
"509W-27 Bathurst Street, Toronto, ON",679000.0,2,2,600-699,2.0,2.0,650.0,2,0
"309-75 York Mills Road, Toronto, ON",1499900.0,2+1,3,2250-2499,3.0,3.0,2374.0,2,1
"271 Yonge Boulevard, Toronto, ON",1998500.0,4+1,2,1500-2000,5.0,2.0,1750.0,4,1
"1601-55 Ontario Street, Toronto, ON",859900.0,2,2,800-899,2.0,2.0,850.0,2,0
"154 Vauxhall Drive, Toronto, ON",828000.0,3,2,700-1100,3.0,2.0,900.0,3,0
"229 Ridley Boulevard, Toronto, ON",1499999.0,2,2,700-1100,2.0,2.0,900.0,2,0
"212A Schell Avenue, Toronto, ON",1275000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"40 Summerhill Gardens, Toronto, ON",4995000.0,3+2,5,2500-3000,5.0,5.0,2750.0,3,2
"3906-50 Charles Street E, Toronto, ON",565000.0,1,1,0-499,1.0,1.0,250.0,1,0
"2117-9 Mabelle Avenue, Toronto, ON",469000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1119-230 Queens Quay W, Toronto, ON",609000.0,1,1,500-599,1.0,1.0,550.0,1,0
"219 Delhi Avenue, Toronto, ON",2195000.0,4+1,4,2000-2500,5.0,4.0,2250.0,4,1
"22 Harewood Avenue, Toronto, ON",1289900.0,2,2,700-1100,2.0,2.0,900.0,2,0
"1405-99 John Street, Toronto, ON",599000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"616-20 Edgecliff Golfway, Toronto, ON",499000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"1209-75 East Liberty Street, Toronto, ON",648888.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"TH7-2111 Lake Shore Boulevard W, Toronto, ON",1999900.0,3+1,3,2500-2749,4.0,3.0,2624.0,3,1
"515-188 Fairview Mall Drive, Toronto, ON",685000.0,2,2,600-699,2.0,2.0,650.0,2,0
"88 Sixteenth Street, Toronto, ON",749000.0,1,1,700-1100,1.0,1.0,900.0,1,0
"511-120 Dundalk Drive, Toronto, ON",489999.0,2,1,1000-1199,2.0,1.0,1100.0,2,0
"7 Ivy Avenue, Toronto, ON",2295000.0,4+1,4,1500-2000,5.0,4.0,1750.0,4,1
"48 Denvale Road, Toronto, ON",1099000.0,2+2,4,700-1100,4.0,4.0,900.0,2,2
"171 Gledhill Avenue, Toronto, ON",949900.0,3,1,1100-1500,3.0,1.0,1300.0,3,0
"115 Ambercroft Boulevard, Toronto, ON",1199000.0,4,4,1500-2000,4.0,4.0,1750.0,4,0
"198 B Moore Avenue, Toronto, ON",1580000.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"2009-58 Orchard View Boulevard, Toronto, ON",739000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"1410-38 Elm Street, Toronto, ON",549900.0,1,1,600-699,1.0,1.0,650.0,1,0
"2006-18 Graydon Hall Drive, Toronto, ON",488000.0,1,1,500-599,1.0,1.0,550.0,1,0
"1704-735 Don Mills Road, Toronto, ON",399999.0,1,1,600-699,1.0,1.0,650.0,1,0
"267 Ingleton Boulevard, Toronto, ON",1880000.0,4+3,4,2000-2500,7.0,4.0,2250.0,4,3
"223 Wallace Avenue, Toronto, ON",1419000.0,3+2,3,2000-2500,5.0,3.0,2250.0,3,2
"60 Poplar Road, Toronto, ON",1124900.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"47 Lurgan Drive, Toronto, ON",2998800.0,4+2,7,3500-5000,6.0,7.0,4250.0,4,2
"322-859 The Queensway N/a, Toronto, ON",498000.0,2,1,700-799,2.0,1.0,750.0,2,0
"1508-330 Mccowan Road, Toronto, ON",409900.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1701-8 Rean Drive, Toronto, ON",858888.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"PH1-2 Lynwood Avenue, Toronto, ON",3950000.0,3,3,4500-4749,3.0,3.0,4624.0,3,0
"44 Gaslight Crescent, Toronto, ON",974900.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"6 Verral Avenue, Toronto, ON",1299000.0,3,2,1500-2000,3.0,2.0,1750.0,3,0
"703-70 Princess Street, Toronto, ON",549900.0,2,2,600-699,2.0,2.0,650.0,2,0
"508-43 Eglinton Avenue E, Toronto, ON",538000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"1815-5 Rowntree Road, Toronto, ON",599998.0,2+1,2,1200-1399,3.0,2.0,1300.0,2,1
"221-7 Applewood Lane E, Toronto, ON",599999.0,2,1,600-699,2.0,1.0,650.0,2,0
"1109-1 Massey Square, Toronto, ON",499000.0,2,1,1200-1399,2.0,1.0,1300.0,2,0
"903-50 Quebec Avenue, Toronto, ON",929900.0,2,2,900-999,2.0,2.0,950.0,2,0
"34 Winnett Avenue, Toronto, ON",2099000.0,4,4,1500-2000,4.0,4.0,1750.0,4,0
"371 Hounslow Avenue, Toronto, ON",1499999.0,3,2,700-1100,3.0,2.0,900.0,3,0
"94A Portwine Drive, Toronto, ON",1239800.0,4+1,4,1500-2000,5.0,4.0,1750.0,4,1
"19 Garside Crescent E, Toronto, ON",1579000.0,3+1,4,1100-1500,4.0,4.0,1300.0,3,1
"501-8 Widmer Street, Toronto, ON",580000.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"406-70 Princess Street, Toronto, ON",615000.0,2+1,2,500-599,3.0,2.0,550.0,2,1
"70 Jenny Wrenway N/a, Toronto, ON",949000.0,3+1,3,1800-1999,4.0,3.0,1900.0,3,1
"108-90 Scottfield Drive, Toronto, ON",349900.0,1,1,600-699,1.0,1.0,650.0,1,0
"1216-525 Adelaide Street W, Toronto, ON",989000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"GPH 29-1 Edgewater Drive, Toronto, ON",538000.0,1,1,0-499,1.0,1.0,250.0,1,0
"1409-20 Shore Breeze Drive, Toronto, ON",659999.0,1+1,1,500-599,2.0,1.0,550.0,1,1
"1532-25 Adra Grado Way, Toronto, ON",988000.0,2+1,2,900-999,3.0,2.0,950.0,2,1
"301-220 George Street, Toronto, ON",499000.0,1,1,600-699,1.0,1.0,650.0,1,0
"18 Plumbstead Court, Toronto, ON",4295000.0,5,5,2500-3000,5.0,5.0,2750.0,5,0
"302-72 Aerodrome Crescent, Toronto, ON",749900.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"5-1209 Queen Street E, Toronto, ON",599000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"911-230 King Street E, Toronto, ON",589900.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"362 Broadway Avenue, Toronto, ON",2395000.0,3+1,4,1500-2000,4.0,4.0,1750.0,3,1
"101-676 Richmond Street W, Toronto, ON",1295000.0,2,2,1400-1599,2.0,2.0,1500.0,2,0
"80 Rosevear Avenue, Toronto, ON",1050000.0,3,2,700-1100,3.0,2.0,900.0,3,0
"25 Wilson Park Road, Toronto, ON",1349999.0,6,2,1500-2000,6.0,2.0,1750.0,6,0
"406-5101 Dundas Street W, Toronto, ON",545000.0,1+1,1,800-899,2.0,1.0,850.0,1,1
"305-117 Broadway Avenue, Toronto, ON",469900.0,1,1,500-599,1.0,1.0,550.0,1,0
"19 Flavian Crescent, Toronto, ON",1199000.0,5+2,6,1500-2000,7.0,6.0,1750.0,5,2
"1805-17 Zorra Street, Toronto, ON",479800.0,1,1,500-599,1.0,1.0,550.0,1,0
"22 Ivy Avenue, Toronto, ON",1300000.0,3,3,1500-2000,3.0,3.0,1750.0,3,0
"12 Franson Crescent, Toronto, ON",869988.0,4,2,1100-1500,4.0,2.0,1300.0,4,0
"78 Wheeler Avenue, Toronto, ON",2249000.0,3+1,4,2000-2500,4.0,4.0,2250.0,3,1
"1910-32 Forest Manor Road, Toronto, ON",750000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"512-601 Kingston Road, Toronto, ON",678000.0,2,2,700-799,2.0,2.0,750.0,2,0
"3003-327 King Street W, Toronto, ON",639900.0,1,1,500-599,1.0,1.0,550.0,1,0
"GPH27-1 Edgewater Drive, Toronto, ON",580000.0,1,1,0-499,1.0,1.0,250.0,1,0
"50 Guestville Avenue, Toronto, ON",749000.0,2,2,700-1100,2.0,2.0,900.0,2,0
"516-188 Fairview Mall Drive, Toronto, ON",499000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"TH2-1331 Queen Street E, Toronto, ON",1749000.0,3,3,2250-2499,3.0,3.0,2374.0,3,0
"1002-10 Eva Road, Toronto, ON",688000.0,2,2,800-899,2.0,2.0,850.0,2,0
"420-585 Bloor Street E, Toronto, ON",499900.0,2,2,700-799,2.0,2.0,750.0,2,0
"809-219 Dundas Street E, Toronto, ON",729000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"3907-20 Shore Breeze Drive, Toronto, ON",1075000.0,2+1,2,800-899,3.0,2.0,850.0,2,1
"606-65 Southport Street, Toronto, ON",599000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"1402-16 Bonnycastle Street, Toronto, ON",499000.0,1+1,2,700-799,2.0,2.0,750.0,1,1
"3206-65 Harbour Square, Toronto, ON",1299800.0,2,2,1400-1599,2.0,2.0,1500.0,2,0
"5 Springbank Avenue, Toronto, ON",1979000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"314-111 Bathurst Street, Toronto, ON",988000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"405-28 Wellesley Street E, Toronto, ON",619000.0,2,1,600-699,2.0,1.0,650.0,2,0
"111-480 Oriole Parkway, Toronto, ON",1295000.0,4,2,2000-2249,4.0,2.0,2124.0,4,0
"378 Manor Road E, Toronto, ON",3340000.0,4+1,4,2000-2500,5.0,4.0,2250.0,4,1
"212-6442 Finch Avenue W, Toronto, ON",699000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"3305-15 Queens Quay E, Toronto, ON",1799900.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"LPH107-5168 Yonge Street, Toronto, ON",1320000.0,2+1,3,1200-1399,3.0,3.0,1300.0,2,1
"TH04-2212 Lake Shore Boulevard W, Toronto, ON",999900.0,2+1,3,1200-1399,3.0,3.0,1300.0,2,1
"2208-832 Bay Street, Toronto, ON",849000.0,2,2,800-899,2.0,2.0,850.0,2,0
"14 Lukow Terrace, Toronto, ON",2499000.0,4,4,1500-2000,4.0,4.0,1750.0,4,0
"805-168 King Street E, Toronto, ON",799000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1810-5 Rowntree Road, Toronto, ON",609000.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"1003-100 Dundalk Drive, Toronto, ON",390000.0,2,1,800-899,2.0,1.0,850.0,2,0
"19 English Garden Way, Toronto, ON",988000.0,3+1,5,2000-2249,4.0,5.0,2124.0,3,1
"95 Clearbrooke Circle, Toronto, ON",898800.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"57 Woodlawn Avenue W, Toronto, ON",2998000.0,3,3,2500-3000,3.0,3.0,2750.0,3,0
"9 Delrosa Court, Toronto, ON",1000000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"PH03-188 Eglinton Avenue E, Toronto, ON",1024000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"PH 01-170 Bayview Avenue, Toronto, ON",2375000.0,3,4,2000-2249,3.0,4.0,2124.0,3,0
"1007-15 La Rose Avenue, Toronto, ON",499900.0,2+1,2,1000-1199,3.0,2.0,1100.0,2,1
"1201-361 Front Street W, Toronto, ON",629000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"41 Lessard Avenue, Toronto, ON",1499000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"76 South Woodrow Boulevard, Toronto, ON",799000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"52 Nina Street, Toronto, ON",2749000.0,3+1,3,1500-2000,4.0,3.0,1750.0,3,1
"5 Ellerbeck Street, Toronto, ON",2800000.0,4+1,4,2500-3000,5.0,4.0,2750.0,4,1
"206-35 Merton Street, Toronto, ON",899000.0,2,2,900-999,2.0,2.0,950.0,2,0
"3104-47 Mutual Street, Toronto, ON",679900.0,2,2,600-699,2.0,2.0,650.0,2,0
"2903-18 Yonge Street, Toronto, ON",795000.0,2,2,800-899,2.0,2.0,850.0,2,0
"1810-10 Torresdale Avenue, Toronto, ON",725000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"293 Kingswood Road, Toronto, ON",1779000.0,3+1,3,1100-1500,4.0,3.0,1300.0,3,1
"1778 Gerrard Street E, Toronto, ON",899000.0,3,2,1100-1500,3.0,2.0,1300.0,3,0
"104 Newcastle Street, Toronto, ON",1950000.0,4,5,1500-2000,4.0,5.0,1750.0,4,0
"73 Parade Square, Toronto, ON",999000.0,3+1,2,1100-1500,4.0,2.0,1300.0,3,1
"503-2835 Islington Avenue, Toronto, ON",599000.0,3,2,1200-1399,3.0,2.0,1300.0,3,0
"3215-585 Bloor Street E, Toronto, ON",899000.0,3,2,900-999,3.0,2.0,950.0,3,0
"904-31 Four Winds Drive, Toronto, ON",630000.0,3,2,1000-1199,3.0,2.0,1100.0,3,0
"205-1430 Yonge Street, Toronto, ON",775000.0,2,2,800-899,2.0,2.0,850.0,2,0
"217-60 George Butchart Drive, Toronto, ON",575000.0,1+1,2,600-699,2.0,2.0,650.0,1,1
"1001-54 East Liberty Street, Toronto, ON",565000.0,1,1,500-599,1.0,1.0,550.0,1,0
"10-3000 Midland Avenue, Toronto, ON",689900.0,3+1,2,1200-1399,4.0,2.0,1300.0,3,1
"2507-6 Eva Road, Toronto, ON",599000.0,2,2,700-799,2.0,2.0,750.0,2,0
"57 Wedgewood Drive, Toronto, ON",3088000.0,4+2,6,3500-5000,6.0,6.0,4250.0,4,2
"307-801 Sheppard Avenue W, Toronto, ON",519999.0,1+1,1,700-799,2.0,1.0,750.0,1,1
"235-1837 Eglinton Avenue E, Toronto, ON",729900.0,3+1,3,1400-1599,4.0,3.0,1500.0,3,1
"TH8-80 Carr Street, Toronto, ON",599000.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"365A Roehampton Avenue, Toronto, ON",1799000.0,3,4,1600-1799,3.0,4.0,1700.0,3,0
"24-124 Jenkinson Way, Toronto, ON",880000.0,3,4,1800-1999,3.0,4.0,1900.0,3,0
"303-80 Orchid Place Drive, Toronto, ON",638000.0,2,2,1000-1199,2.0,2.0,1100.0,2,0
"40 Farmview Crescent, Toronto, ON",1899900.0,4,3,1500-2000,4.0,3.0,1750.0,4,0
"135 Fifth Street, Toronto, ON",899000.0,3+1,2,1500-2000,4.0,2.0,1750.0,3,1
"1301-111 Bathurst Street, Toronto, ON",449900.0,1,1,0-499,1.0,1.0,250.0,1,0
"11-20 Budgell Terrace, Toronto, ON",1498000.0,3,3,1600-1799,3.0,3.0,1700.0,3,0
"1107-1 The Esplanade N/a, Toronto, ON",529900.0,1+1,1,600-699,2.0,1.0,650.0,1,1
"76 Boultbee Avenue, Toronto, ON",1689000.0,4+1,3,1500-2000,5.0,3.0,1750.0,4,1
"43 Grovetree Road, Toronto, ON",1378868.0,4+1,3,1500-2000,5.0,3.0,1750.0,4,1
"701-78 Warren Road, Toronto, ON",560000.0,1,1,600-699,1.0,1.0,650.0,1,0
"1102-3050 Ellesmere Road, Toronto, ON",464900.0,2,2,800-899,2.0,2.0,850.0,2,0
"2606-10 Eva Road, Toronto, ON",730000.0,2,2,700-799,2.0,2.0,750.0,2,0
"204-240 Heath Street W, Toronto, ON",2099900.0,2,2,1800-1999,2.0,2.0,1900.0,2,0
"67 Lake Promenade N/a, Toronto, ON",8995000.0,4+1,9,3500-5000,5.0,9.0,4250.0,4,1
"100 Woburn Avenue, Toronto, ON",2598000.0,3,4,1500-2000,3.0,4.0,1750.0,3,0
"1401-11 St Joseph Street, Toronto, ON",749900.0,2,2,900-999,2.0,2.0,950.0,2,0
