address,price,beds,baths,sqft
"709-250 Manitoba Street, Toronto, ON",709900,1+1 ,2 ,900-999 
"404-159 Wellesley Street E, Toronto, ON",598888,1+1 ,2 ,500-599 
"184 Oakmeadow Boulevard, Toronto, ON",1175000,3 ,3 ,1100-1500 
"551 Church Street, Toronto, ON",2499000,– ,– ,
"603-1414 Bayview Avenue, Toronto, ON",2150000,2 ,3 ,1200-1399 
"18-1455 O'connor Drive, Toronto, ON",1249990,2+1 ,3 ,1200-1399 
"148 Rory Road, Toronto, ON",889900,3 ,2 ,1200-1399 
"PH 03-1414 Bayview Avenue, Toronto, ON",4980000,3 ,3 ,2000-2249 
"8 Marilyn Avenue, Toronto, ON",,— ,— ,— 
"21-1455 O'connor Drive W, Toronto, ON",1249990,2+1 ,3 ,1200-1399 
"1464 Queen Street W, Toronto, ON",,— ,— ,— 
"225 Carlton Street W, Toronto, ON",,— ,— ,— 
"409-1414 Bayview Avenue, Toronto, ON",1325000,2 ,2 ,800-899 
"233-161 Roehampton Avenue, Toronto, ON",499000,1 ,1 ,0-499 
"2645-35 Viking Lane, Toronto, ON",539900,1 ,1 ,600-699 
"293 Mutual Street, Toronto, ON",1199900,2 ,2 ,1200-1399 
"85 Oakridge Drive, Toronto, ON",2149900,4+2 ,6 ,2500-3000 
"603-11 Lee Centre Drive, Toronto, ON",499900,2 ,1 ,700-799 
"#106-22 East Haven Drive, Toronto, ON",699000,3 ,2 ,1000-1199 
"903-10 Parkway Forest Drive, Toronto, ON",399900,1 ,1 ,700-799 
"60 Hawksbury Drive, Toronto, ON",4388000,5+2 ,6 ,3500-5000 
"2706-23 Sheppard Avenue E, Toronto, ON",579000,1+1 ,1 ,500-599 
"57A Jeavons Avenue, Toronto, ON",1399999,4+1 ,4 ,1500-2000 
"146 Sentinel Road, Toronto, ON",815000,4 ,2 ,1500-2000 
"1905-5 St Joseph Street, Toronto, ON",699000,1+1 ,2 ,600-699 
"4902-1 Yorkville Avenue, Toronto, ON",998000,2 ,2 ,600-699 
"45 Granby Street, Toronto, ON",1424990,3+1 ,4 ,1500-2000 
"3006-224 King Street W, Toronto, ON",948000,2 ,1 ,800-899 
"1207-31 Tippet Road, Toronto, ON",529000,1+1 ,1 ,500-599 
"7 Hunter Street, Toronto, ON",999000,4 ,3 ,1500-2000 
"31 Glenridge Road, Toronto, ON",2999000,4+1 ,6 ,3500-5000 
"4-25 Heron Park Place, Toronto, ON",724999,3 ,3 ,1200-1399 
"1904-215 Sherway Gardens Road, Toronto, ON",599900,2 ,2 ,800-899 
"8-1455 O'connor Drive W, Toronto, ON",1245990,2+1 ,3 ,1200-1399 
"805-2050 Bridletowne Circle, Toronto, ON",569000,3 ,2 ,1000-1199 
"45 West Burton Court, Toronto, ON",950000,4 ,2 ,1100-1500 
"361 Davenport Road, Toronto, ON",,— ,— ,— 
"2007-15 Legion Road, Toronto, ON",748000,2 ,2 ,700-799 
"506-6 Jackes Avenue, Toronto, ON",1995000,2+1 ,2 ,1600-1799 
"3 Harefield Drive, Toronto, ON",950000,3 ,2 ,1100-1500 
"1010-255 Richmond Street E, Toronto, ON",499888,1 ,1 ,500-599 
"PH08-1060 Sheppard Avenue W, Toronto, ON",570000,1+1 ,2 ,600-699 
"3806-386 Yonge Street, Toronto, ON",629900,1 ,1 ,500-599 
"LPH05W-36 Lisgar Street, Toronto, ON",515000,2 ,2 ,500-599 
"803-5949 Yonge Street, Toronto, ON",348800,1+1 ,1 ,600-699 
"1705-426 University Avenue, Toronto, ON",568800,1 ,1 ,500-599 
"808-8 Widmer Street, Toronto, ON",698000,2 ,2 ,600-699 
"210-8 Dovercourt Road, Toronto, ON",509000,1 ,1 ,0-499 
"3606-311 Bay Street, Toronto, ON",1690000,2 ,2 ,1200-1399 
"3010-87 Peter Street, Toronto, ON",589000,1+1 ,1 ,500-599 
"1419-85 East Liberty Street, Toronto, ON",649900,1+1 ,1 ,600-699 
"1601-180 Fairview Mall Drive, Toronto, ON",558000,1 ,1 ,0-499 
"39 Decarie Circle, Toronto, ON",1674000,3+1 ,3 ,1100-1500 
"203-55 Lombard Street, Toronto, ON",759999,1+1 ,2 ,900-999 
"502-50 Charles Street E, Toronto, ON",429900,– ,1 ,0-499 
"PH108-60 Shuter Street, Toronto, ON",999000,2+1 ,2 ,700-799 
"832-10 Guildwood Parkway, Toronto, ON",625000,1+1 ,2 ,900-999 
"TH 2-4 The Kingsway N/a, Toronto, ON",3899000,2 ,3 ,2750-2999 
"3907-101 Peter Street, Toronto, ON",599000,1 ,1 ,0-499 
"10 Vice Regent Boulevard, Toronto, ON",11999000,– ,– ,
"1704-575 Bloor Street E, Toronto, ON",549900,1+1 ,1 ,600-699 
"4906-12 York Street, Toronto, ON",599000,1+1 ,1 ,500-599 
"21 Disan Court, Toronto, ON",1599000,4 ,4 ,3000-3500 
"252 Ellis Avenue, Toronto, ON",2588000,4+2 ,4 ,1500-2000 
"1505-130 Carlton Street, Toronto, ON",1385000,2+1 ,2 ,2000-2249 
"3910-12 York Street, Toronto, ON",729900,2+1 ,2 ,700-799 
"933-222 The Esplanade N/a, Toronto, ON",469000,1+1 ,1 ,500-599 
"1104-2200 Lake Shore Boulevard W, Toronto, ON",795000,2 ,2 ,700-799 
"19-232 St. George Street, Toronto, ON",1168000,2+1 ,2 ,1000-1199 
"403-1101 Leslie Street, Toronto, ON",1233000,2 ,2 ,1400-1599 
"75 Manor Road E, Toronto, ON",1349000,4 ,1 ,1100-1500 
"210 Carlton Street, Toronto, ON",3700000,– ,– ,
"1610 Gerrard Street E, Toronto, ON",2550000,– ,– ,
"308-39 Sherbourne Street, Toronto, ON",499000,1 ,1 ,500-599 
"1621-2020 Bathurst Street, Toronto, ON",1288800,3 ,2 ,900-999 
"2012-20 Edward Street, Toronto, ON",685000,2 ,1 ,500-599 
"2405-9 Valhalla Inn Road, Toronto, ON",530000,1+1 ,1 ,600-699 
"1612-2365 Kennedy Road, Toronto, ON",478000,2 ,2 ,1000-1199 
"615 Briar Hill Avenue, Toronto, ON",7288000,6+1 ,8 ,3500-5000 
"60 Foursome Crescent, Toronto, ON",2388000,3+1 ,3 ,1500-2000 
"302-1130 Briar Hill Avenue, Toronto, ON",799000,2 ,2 ,1000-1199 
"25 Sentinel Road, Toronto, ON",,— ,— ,— 
"1008-10 Yonge Street, Toronto, ON",675000,1+1 ,1 ,700-799 
"202-188 Fairview Mall Drive, Toronto, ON",799988,2+1 ,2 ,700-799 
"206-10 Mendelssohn Street, Toronto, ON",499000,2 ,2 ,800-899 
"53 Seminole Avenue, Toronto, ON",999000,3+3 ,3 ,700-1100 
"599 Euclid Avenue, Toronto, ON",2820000,5+1 ,4 ,2500-3000 
"12 Madison Avenue, Toronto, ON",4600000,– ,– ,
"801-36 Forest Manor Road, Toronto, ON",628000,1+1 ,1 ,500-599 
"1405-185 Roehampton Avenue, Toronto, ON",509999,1 ,1 ,500-599 
"102-2240 Lake Shore Boulevard W, Toronto, ON",1349000,– ,1 ,
"1203-2350 Bridletowne Circle, Toronto, ON",769000,2+1 ,2 ,1800-1999 
"12 Madison Avenue, Toronto, ON",4600000,– ,– ,
"1706-11 Brunel Court, Toronto, ON",689000,1+1 ,1 ,600-699 
"521E-36 Lisgar Street, Toronto, ON",414900,1 ,1 ,0-499 
"209-70 Annie Craig Drive, Toronto, ON",,— ,— ,— 
"3710-35 Mercer Street, Toronto, ON",998000,2+1 ,2 ,700-799 
"28 Foxwarren Drive, Toronto, ON",2288000,3+1 ,3 ,1500-2000 
"7 Mcmanus Road, Toronto, ON",1148000,3+2 ,2 ,< 700 
"203-70 Montclair Avenue W, Toronto, ON",1279000,3+1 ,2 ,1600-1799 
"1509-121 Ling Road, Toronto, ON",448800,2 ,2 ,1000-1199 
"803-39 Annie Craig Drive, Toronto, ON",589000,1+1 ,1 ,500-599 
"812-215 Queen Street W, Toronto, ON",499000,– ,1 ,0-499 
"16-1455 O'connor Drive W, Toronto, ON",,— ,— ,— 
"601-285 Avenue Road, Toronto, ON",1485000,2 ,3 ,1000-1199 
"10-1455 O'connor Drive W, Toronto, ON",1249990,2+1 ,2 ,1200-1399 
"PH08-44 Gerrard Street W, Toronto, ON",634900,2 ,2 ,800-899 
"603-1100 Sheppard Avenue W, Toronto, ON",510000,1+1 ,1 ,600-699 
"136 Denlow Boulevard, Toronto, ON",4580000,4+2 ,5 ,3500-5000 
"246-250 Wellington Street W, Toronto, ON",520000,1 ,1 ,500-599 
"42-630 Evans Avenue, Toronto, ON",949000,3 ,3 ,1400-1599 
"412-251 Manitoba Street, Toronto, ON",689900,2 ,2 ,700-799 
"PH05-200 Keewatin Avenue, Toronto, ON",2389900,2 ,2 ,1200-1399 
"1121-1600 Keele Street, Toronto, ON",485000,1+1 ,1 ,500-599 
"2803-50 O'neill Road, Toronto, ON",618000,1+1 ,1 ,500-599 
"C34-300 Mill Road, Toronto, ON",829000,3 ,3 ,1600-1799 
"431-26 Gibbs Road, Toronto, ON",525000,1+1 ,1 ,700-799 
"21 Enfield Avenue, Toronto, ON",1089900,2+1 ,2 ,1100-1500 
"4 Harding Boulevard, Toronto, ON",2199900,5+2 ,5 ,2000-2500 
"39 Twenty Fourth Street, Toronto, ON",899900,3+1 ,1 ,700-1100 
"18 Thirty Third Street, Toronto, ON",3695000,8+3 ,13 ,3500-5000 
"1058 College Street, Toronto, ON",1699000,4+2 ,4 ,2000-2500 
"3 Erinview Terrace, Toronto, ON",1399999,4+2 ,5 ,1500-2000 
"722-188 Fairview Mall Drive, Toronto, ON",488800,1+1 ,1 ,500-599 
"75 Westbourne Avenue, Toronto, ON",1229000,3+2 ,2 ,700-1100 
"20 Chatterton Boulevard, Toronto, ON",2199786,5+2 ,5 ,3500-5000 
"512-2020 Mcnicoll Avenue, Toronto, ON",638000,1+1 ,2 ,800-899 
"203-33 Delisle Avenue, Toronto, ON",995000,1+1 ,2 ,1000-1199 
"274 Burnett Avenue, Toronto, ON",1395000,4 ,2 ,1100-1500 
"520 Manning Avenue, Toronto, ON",3088000,3+1 ,4 ,1500-2000 
"618-899 College Street W, Toronto, ON",1699900,2+1 ,2 ,1000-1199 
"907-95 Mcmahon Drive, Toronto, ON",599000,1+1 ,1 ,600-699 
"1302-1135 Royal York Road, Toronto, ON",1599999,2+1 ,3 ,1600-1799 
"1412-40 Homewood Avenue, Toronto, ON",459000,1 ,1 ,500-599 
"14B-1 St Thomas Street, Toronto, ON",5250000,2+1 ,4 ,2750-2999 
"719-2020 Mcnicoll Avenue, Toronto, ON",749000,2+1 ,2 ,1000-1199 
"624-33 Mill Street, Toronto, ON",1069900,1+1 ,1 ,900-999 
"707-480 Mclevin Avenue, Toronto, ON",599900,2 ,2 ,1200-1399 
"4105-327 King Street W, Toronto, ON",1250000,2 ,2 ,800-899 
"12 Guildcrest Drive, Toronto, ON",1729000,3 ,2 ,1100-1500 
"517-410 Queens Quay W, Toronto, ON",849900,2 ,1 ,800-899 
"1116-101 Peter Street, Toronto, ON",620000,1+1 ,1 ,500-599 
"915-111 Elizabeth Street, Toronto, ON",598000,1 ,1 ,500-599 
"1127 St Clair Avenue W, Toronto, ON",1094900,2 ,3 ,1500-2000 
"PH09-633 Bay Street, Toronto, ON",599900,1+1 ,1 ,600-699 
"1213-158 Front Street E, Toronto, ON",710000,2 ,1 ,700-799 
"215 Lonsmount Drive, Toronto, ON",5380000,4+1 ,6 ,3000-3500 
"1127 St Clair Avenue W, Toronto, ON",1094900,2 ,3 ,1500-2000 
"2303-80 John Street, Toronto, ON",1049000,2 ,2 ,1000-1199 
"1701-155 St Clair Avenue W, Toronto, ON",5995000,2+1 ,3 ,2750-2999 
"20-1 Eaton Park Lane, Toronto, ON",758000,2+1 ,2 ,1000-1199 
"101-80 Sherbourne Street, Toronto, ON",1025000,office,,
"1402-9 Valhalla Inn Road, Toronto, ON",679900,2+1 ,2 ,800-899 
"1805-38 Iannuzzi Street, Toronto, ON",729000,2 ,1 ,600-699 
"511-1470 Midland Avenue, Toronto, ON",399900,1 ,1 ,600-699 
"228-4005 Don Mills Road, Toronto, ON",669000,2+1 ,2 ,1200-1399 
"2407-1 Yorkville Avenue, Toronto, ON",749000,1+1 ,1 ,500-599 
"309-2825 Islington Avenue, Toronto, ON",507500,2 ,2 ,900-999 
"237 Horsham Avenue, Toronto, ON",3550000,4+3 ,7 ,3500-5000 
"306-62 Wellesley Street W, Toronto, ON",1675000,2+1 ,2 ,1800-1999 
"2402-101 Charles Street E, Toronto, ON",699000,1+1 ,1 ,700-799 
"157 Painted Post Drive N, Toronto, ON",749000,3+2 ,2 ,700-1100 
"2208-25 Capreol Court, Toronto, ON",499000,1 ,1 ,0-499 
"PH1201-181 Davenport Road, Toronto, ON",25000000,3+1 ,7 ,5000 + 
"1213-150 East Liberty Street, Toronto, ON",708900,1+1 ,2 ,800-899 
"115 Northcrest Road, Toronto, ON",949000,3+1 ,3 ,1500-2000 
"1704-5 St Joseph Street, Toronto, ON",599999,1 ,1 ,600-699 
"GR07-2119 Lakeshore Boulevard W, Toronto, ON",699000,1+1 ,1 ,700-799 
"3205-185 Roehampton Avenue, Toronto, ON",539999,1+1 ,1 ,500-599 
"228 The Kingsway N/a, Toronto, ON",1899000,3 ,3 ,1500-2000 
"1207-2152 Lawrence Avenue E, Toronto, ON",496800,1+1 ,2 ,600-699 
"604-300 Alton Towers Cir Crescent, Toronto, ON",648000,2+1 ,2 ,1000-1199 
"406-25 Carlton Street, Toronto, ON",549000,1+1 ,1 ,600-699 
"2906-19 Bathurst Street, Toronto, ON",655000,1+1 ,1 ,500-599 
"3 George Mckenzie Court, Toronto, ON",1649900,4+1 ,5 ,2500-3000 
"429-500 Doris Avenue, Toronto, ON",799000,2+1 ,2 ,900-999 
"PH305-18 Valley Woods Road, Toronto, ON",659800,2+1 ,2 ,1200-1399 
"86 Oak Park Avenue, Toronto, ON",1899900,5+2 ,4 ,2000-2500 
"207-1785 Eglinton Avenue E, Toronto, ON",579888,2 ,2 ,900-999 
"2310-228 Queens Quay W, Toronto, ON",679000,1+1 ,1 ,700-799 
"195 Albany Avenue, Toronto, ON",2980000,3+1 ,6 ,1500-2000 
"HS47-3100 Kingston Road, Toronto, ON",743000,3 ,2 ,1200-1399 
"1315-60 Byng Avenue, Toronto, ON",499000,1+1 ,1 ,600-699 
"146 Purpledusk Trail, Toronto, ON",738000,3+1 ,2 ,1200-1399 
"318-30 Western Battery Road, Toronto, ON",465000,1 ,1 ,0-499 
"4108-21 Iceboat Terrace, Toronto, ON",750000,1+1 ,1 ,700-799 
"1910-5791 Yonge Street, Toronto, ON",668000,2 ,1 ,700-799 
"5 Parker Avenue, Toronto, ON",1149888,2+1 ,2 ,700-1100 
"705-1430 Yonge Street, Toronto, ON",1749000,2 ,3 ,1600-1799 
"825 College Street, Toronto, ON",129000,bakery,,
"2001-509 Beecroft Road, Toronto, ON",569900,1 ,1 ,600-699 
"4003-15 Mercer Street, Toronto, ON",1175000,3 ,2 ,1000-1199 
"905-5 Parkway Forest Drive, Toronto, ON",558000,2+1 ,1 ,900-999 
"504-15 Holmes Avenue, Toronto, ON",1060000,3 ,2 ,900-999 
"517-4673 Jane Street, Toronto, ON",299000,2 ,1 ,800-899 
"1107-88 Corporate Drive, Toronto, ON",639900,2+1 ,2 ,1000-1199 
"416-38 Forest Manor Road, Toronto, ON",,— ,— ,— 
"810-591 Sheppard Avenue E, Toronto, ON",579900,1+1 ,1 ,600-699 
"PH01-270 Dufferin Street, Toronto, ON",899900,2 ,2 ,800-899 
"PH 5801-8 Eglinton Avenue E, Toronto, ON",1349000,2+1 ,2 ,1200-1399 
"56 Gage Avenue, Toronto, ON",999888,3 ,2 ,1100-1500 
"PH 08-3050 Ellesmere Road, Toronto, ON",479900,2 ,2 ,800-899 
"601-38 Monte Kwinter Court, Toronto, ON",488800,1+1 ,1 ,0-499 
"1603-15 Lower Jarvis Street, Toronto, ON",824000,2 ,2 ,700-799 
"PH06-2 Augusta Avenue, Toronto, ON",649000,1 ,1 ,500-599 
"TH #16-40 Ed Clark Gardens, Toronto, ON",859900,2 ,3 ,1200-1399 
"40 Fourteenth Street, Toronto, ON",999900,3+3 ,2 ,700-1100 
"35 Yorkdale Crescent, Toronto, ON",2099000,4 ,6 ,3500-5000 
"1307-12 York Street N, Toronto, ON",680000,2 ,2 ,700-799 
"3709-251 Jarvis Street, Toronto, ON",600000,2 ,1 ,500-599 
"301-15 Beverley Street, Toronto, ON",684800,1+1 ,1 ,700-799 
"2941 St Clair Avenue E, Toronto, ON",950000,2+2 ,2 ,700-1100 
"1811-318 Richmond Street, Toronto, ON",649900,1+1 ,1 ,600-699 
"2308-3 Navy Wharf Court N, Toronto, ON",1099000,2+1 ,2 ,900-999 
"P3-20-60 Berwick Avenue, Toronto, ON",50000,– ,– ,0-499 
"623 Ossington Avenue, Toronto, ON",1399999,4 ,2 ,1100-1500 
"23 Chalkfarm Drive, Toronto, ON",999999,3+3 ,2 ,700-1100 
"1603-5 Defries Street S, Toronto, ON",499000,1+1 ,1 ,500-599 
"2503-55 Cooper Street, Toronto, ON",649888,1+1 ,1 ,600-699 
"43 Graylee Avenue, Toronto, ON",1068800,3+2 ,3 ,1100-1500 
"307-5940 Yonge Street, Toronto, ON",568000,2 ,2 ,800-899 
"1409-255 Bamburgh Circle, Toronto, ON",768000,2+1 ,2 ,1400-1599 
"776 Danforth Road, Toronto, ON",999999,3+2 ,2 ,1100-1500 
"35 Faulkner Crescent, Toronto, ON",980000,4+2 ,3 ,1500-2000 
"603-62 Forest Manor Road, Toronto, ON",649900,2 ,2 ,800-899 
"314-3100 Keele Street, Toronto, ON",789000,2+1 ,2 ,900-999 
"317 La Rose Avenue, Toronto, ON",2599900,4 ,4 ,3000-3500 
"29 North Woodrow Boulevard, Toronto, ON",674900,2+2 ,2 ,700-1100 
"320 Dixon Road, Toronto, ON",399900,2 ,1 ,
"501-35 Finch Avenue E, Toronto, ON",579000,2 ,2 ,800-899 
"PH3901-59 Annie Craig Drive, Toronto, ON",1959000,2+1 ,3 ,1400-1599 
"214-7 Bishop Avenue, Toronto, ON",700000,2+1 ,2 ,1000-1199 
"606-60 Byng Avenue, Toronto, ON",518888,1 ,1 ,600-699 
"11 Dunsdale Square, Toronto, ON",1490000,5+3 ,4 ,2000-2500 
"505 Richmond Street West, Toronto, ON",1049755,2 ,2 ,
"18 Bruce Farm Drive, Toronto, ON",1980000,4+1 ,4 ,2000-2500 
"2615-5162 Yonge Street, Toronto, ON",1299000,2+1 ,3 ,1000-1199 
"1402 Kingston Road, Toronto, ON",1399900,– ,– ,
"13 East Road, Toronto, ON",999900,4+2 ,3 ,1500-2000 
"312-3391 Bloor Street W, Toronto, ON",489888,1+1 ,1 ,500-599 
"86-384 Yonge Street, Toronto, ON",89000,– ,– ,
"10 St Annes Road, Toronto, ON",2199900,4+1 ,3 ,1500-2000 
"15 Haynes Avenue, Toronto, ON",1175000,6+2 ,7 ,2000-2500 
"541 Rouge Hills Drive, Toronto, ON",1339000,3+1 ,2 ,1100-1500 
"22-170 Wickson Trail, Toronto, ON",650000,3 ,2 ,1200-1399 
"2306-23 Sheppard Avenue E, Toronto, ON",599000,1+1 ,1 ,500-599 
"1501-130 Neptune Drive, Toronto, ON",749900,3 ,2 ,1200-1399 
"47 Morningside Avenue, Toronto, ON",1999900,4+2 ,6 ,2000-2500 
"LPH9-777 Steeles Avenue W, Toronto, ON",695000,2 ,2 ,900-999 
"1041 Ossington Avenue, Toronto, ON",949900,3+1 ,3 ,1500-2000 
"1041 Ossington Avenue, Toronto, ON",949900,3+1 ,3 ,1500-2000 
"409-1040 The Queensway Street, Toronto, ON",678000,2 ,2 ,900-999 
"4211-38 Widmer Street, Toronto, ON",1108000,3 ,2 ,900-999 
"330 Richmond Street West, Toronto, ON",75000,– ,– ,
"1806-3131 Bridletowne Circle, Toronto, ON",625000,2 ,3 ,1800-1999 
"4310-100 Harbour Street, Toronto, ON",939000,2 ,2 ,700-799 
"23 Rectory Road, Toronto, ON",989000,3+4 ,2 ,1100-1500 
"3405-28 Ted Rogers Way, Toronto, ON",569900,1 ,1 ,500-599 
"1210-88 Park Lawn Road, Toronto, ON",699000,2 ,2 ,700-799 
"308-151 La Rose Avenue, Toronto, ON",,— ,— ,— 
"1910-28 Ted Rogers Way, Toronto, ON",525000,1 ,1 ,500-599 
"B-67-621 Sheppard Avenue E, Toronto, ON",59990,– ,– ,800-899 
"404-120 Canon Jackson Drive, Toronto, ON",724999,2 ,2 ,800-899 
"PH801-1801 Bayview Avenue, Toronto, ON",2099900,3+1 ,3 ,2750-2999 
"1003-30 Gloucester Street, Toronto, ON",480000,1 ,1 ,600-699 
"305-308 Jarvis Street, Toronto, ON",949880,3+1 ,3 ,1000-1199 
"29 Snowdon Avenue, Toronto, ON",1599900,– ,2 ,100+ years old
"LC108-60 Berwick Avenue, Toronto, ON",7500,– ,– ,0-499 
"36B-21 Innes Avenue, Toronto, ON",1689900,3 ,5 ,2000-2500 
"512-101 Erskine Avenue, Toronto, ON",648800,1+1 ,1 ,600-699 
"1394/1396 Yonge Street, Toronto, ON",4188000,– ,– ,
"309-760 Sheppard Avenue W, Toronto, ON",525000,1+1 ,1 ,600-699 
"114 Slan Avenue, Toronto, ON",1499800,5+2 ,5 ,1500-2000 
"477 Davisville Avenue, Toronto, ON",1999999,1 ,3 ,1100-1500 
"4905-395 Bloor Street E, Toronto, ON",599000,2 ,1 ,600-699 
"63-1131 Sandhurst Circle, Toronto, ON",668000,3 ,1 ,1000-1199 
"2707 Lake Shore Boulevard W, Toronto, ON",,— ,— ,— 
"2707 Lake Shore Boulevard W, Toronto, ON",,— ,— ,— 
"477 Davisville Avenue, Toronto, ON",1999999,1 ,3 ,1100-1500 
"477 Davisville Avenue, Toronto, ON",1999999,1 ,3 ,1100-1500 
"513-118 Merchants' Wharf N/a, Toronto, ON",615900,1+1 ,1 ,600-699 
"3351 Markham Road, Toronto, ON",649999,– ,1 ,
"477 Davisville Avenue, Toronto, ON",1999999,1 ,3 ,1100-1500 
"823-1 Edgewater Drive, Toronto, ON",587900,1 ,1 ,0-499 
"1503-25 Holly Street, Toronto, ON",668000,1+1 ,2 ,700-799 
"5-245 Mclevin Avenue N, Toronto, ON",659700,3 ,3 ,900-999 
"7 Brumwell Street, Toronto, ON",1100000,2 ,2 ,700-1100 
"56 Meadow Oak Place, Toronto, ON",1449000,4+2 ,4 ,2500-3000 
"4-276-294 Main Street, Toronto, ON",1699990,– ,– ,
"2-276-294 Main Street, Toronto, ON",1415990,– ,– ,
"2106-188 Cumberland Street, Toronto, ON",,— ,— ,— 
"338 Byng Avenue, Toronto, ON",3488000,5+1 ,7 ,3500-5000 
"3-276-294 Main Street, Toronto, ON",1110000,– ,– ,
"5-276-294 Main Street, Toronto, ON",3116000,– ,– ,
"7-785 Brown's Line, Toronto, ON",337000,1 ,1 ,600-699 
"1618-50 Dunfield Avenue, Toronto, ON",689888,2 ,2 ,600-699 
"2605-80 Antibes Drive, Toronto, ON",679000,2 ,2 ,900-999 
"36 Windy Golfway, Toronto, ON",929900,3 ,2 ,1400-1599 
"115-16 Litchfield Court, Toronto, ON",735000,3+1 ,3 ,1600-1799 
"209-10 Old York Mills Road, Toronto, ON",739900,1+1 ,1 ,700-799 
"601 Pharmacy Avenue, Toronto, ON",2000000,5 ,3 ,2000-2500 
"9-9 Pine Street, Toronto, ON",595000,2 ,2 ,1000-1199 
"29 Snowdon Avenue, Toronto, ON",1599900,– ,2 ,100+ years old
"5306-395 Bloor Street E, Toronto, ON",529000,1+1 ,1 ,500-599 
"1313-1 Market Street, Toronto, ON",755000,2+1 ,2 ,800-899 
"3704-33 Charles Street E, Toronto, ON",1058000,2+1 ,2 ,1200-1399 
"N1210-35 Rolling Mills Road, Toronto, ON",1088000,2+1 ,2 ,900-999 
"1813-320 Dixon Road, Toronto, ON",399900,2 ,1 ,900-999 
"257 Robina Avenue, Toronto, ON",2299900,4+1 ,5 ,2000-2500 
"253 Mcroberts Avenue, Toronto, ON",1259000,3 ,2 ,1100-1500 
"109 Regina Avenue, Toronto, ON",1249800,2+1 ,2 ,700-1100 
"403-8 Fieldway Road, Toronto, ON",549900,1+1 ,1 ,600-699 
"2304-36 Park Lawn Road, Toronto, ON",539000,1 ,1 ,500-599 
"1209-5168 Yonge Street, Toronto, ON",889000,2 ,2 ,800-899 
"962 Midland Avenue, Toronto, ON",1099000,3+1 ,2 ,1100-1500 
"112-88 Grandview , Toronto, ON",1199000,3 ,2 ,built in 1996
"802-10 Edgecliff Golfway, Toronto, ON",429900,2+1 ,1 ,900-999 
"103-562 Hopewell Avenue, Toronto, ON",648800,3 ,2 ,800-899 
"1603-195 Mccaul Street, Toronto, ON",834900,1+1 ,1 ,700-799 
"207-2 Alexandra Boulevard W, Toronto, ON",1189000,2 ,2 ,1000-1199 
"305-170 Bayview Avenue, Toronto, ON",545000,1 ,1 ,500-599 
"3 Judith Drive, Toronto, ON",2299000,4+2 ,5 ,2000-2500 
"2206-195 Bonis Avenue, Toronto, ON",529000,1+1 ,1 ,600-699 
"2411-15 Greenview Avenue, Toronto, ON",818000,2 ,2 ,700-799 
"309-346 The West Mall N/a, Toronto, ON",499900,3 ,2 ,1000-1199 
"626-52 Forest Manor Road, Toronto, ON",593888,1+1 ,2 ,600-699 
"49 San Remo Terrace, Toronto, ON",1199999,3+1 ,3 ,2000-2249 
"89-100 Parrotta Drive, Toronto, ON",749000,2 ,2 ,1000-1199 
"623-39 Brant Street, Toronto, ON",479000,1 ,1 ,0-499 
"406-223 St Clair Avenue W, Toronto, ON",1099900,2 ,2 ,1000-1199 
"70-341 Military Trail, Toronto, ON",725000,3+1 ,3 ,1200-1399 
"33 Shannon Street, Toronto, ON",1299000,3 ,2 ,1100-1500 
"104-320 Richmond Street, Toronto, ON",999000,– ,– ,
"62 Cherrystone Drive, Toronto, ON",1400000,3 ,2 ,1100-1500 
"1107-30 Nelson Street, Toronto, ON",808000,2 ,2 ,700-799 
"201-342 Spadina Road W, Toronto, ON",2200000,1+1 ,3 ,2000-2249 
"179 Lindylou Road, Toronto, ON",895000,4+1 ,2 ,1100-1500 
"43 Burnfield Avenue, Toronto, ON",1295000,4+1 ,3 ,1100-1500 
"66 Sonmore Drive, Toronto, ON",1268000,4 ,2 ,1500-2000 
"1639 St Clair Avenue W, Toronto, ON",2599000,– ,– ,51-99 years old
"196 Acton Avenue, Toronto, ON",1438000,3 ,2 ,1100-1500 
"4511-488 University Avenue, Toronto, ON",799900,1+1 ,1 ,600-699 
"733-5 Mabelle Avenue, Toronto, ON",675000,2 ,2 ,700-799 
"74 North Edgely Avenue, Toronto, ON",868000,3 ,2 ,1100-1500 
"3 Lakeland Drive, Toronto, ON",949900,3+2 ,2 ,1100-1500 
"312-38 Hollywood Avenue, Toronto, ON",525000,1 ,1 ,600-699 
"80 Coral Gable Drive, Toronto, ON",1249900,3+4 ,4 ,1100-1500 
"6207-14 York Street, Toronto, ON",559000,1 ,1 ,500-599 
"502-33 Shore Breeze Drive, Toronto, ON",549900,1+1 ,1 ,700-799 
"PH 1201-85 The Donway Way W, Toronto, ON",869000,2+1 ,3 ,1200-1399 
"101-215 Sherway Gardens Road, Toronto, ON",511000,1 ,1 ,500-599 
"1209-117 Mcmahon Drive, Toronto, ON",699000,2 ,2 ,800-899 
"908-40 Homewood Avenue, Toronto, ON",399000,– ,1 ,0-499 
"4801-832 Bay Street, Toronto, ON",689000,1 ,1 ,600-699 
"102 Newcastle Street, Toronto, ON",899000,3 ,2 ,700-1100 
"1-161 Frederick Tisdale Drive, Toronto, ON",769000,2 ,2 ,1000-1199 
"12 Chatterton Boulevard, Toronto, ON",,— ,— ,— 
